"Owner Role","Opportunity Owner","Account Name","Opportunity Name","Stage","Fiscal Period","Amount","Expected Revenue","Probability (%)","Age","Close Date","Created Date","Next Step","Lead Source","Type"
"CEO","Lars Malmqvist","","Opportunity137","Prospecting","Q3-2023","7958.30","795.83","10","195.0000000000","05/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity138","Prospecting","Q3-2023","8849.53","884.95","10","195.0000000000","14/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity139","Prospecting","Q3-2023","9884.54","988.45","10","195.0000000000","11/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity140","Prospecting","Q3-2023","7933.59","793.36","10","195.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity141","Prospecting","Q3-2023","8170.80","817.08","10","195.0000000000","08/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity142","Prospecting","Q3-2023","8177.98","817.80","10","195.0000000000","09/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity143","Prospecting","Q3-2023","6113.39","611.34","10","195.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity163","Prospecting","Q3-2023","9203.13","920.31","10","195.0000000000","17/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity164","Prospecting","Q3-2023","7064.91","706.49","10","195.0000000000","25/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity165","Prospecting","Q3-2023","8029.89","802.99","10","195.0000000000","15/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity166","Prospecting","Q3-2023","9389.80","938.98","10","195.0000000000","24/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity167","Prospecting","Q3-2023","6684.28","668.43","10","195.0000000000","15/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity168","Prospecting","Q3-2023","9475.14","947.51","10","195.0000000000","18/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity169","Prospecting","Q3-2023","6025.31","602.53","10","195.0000000000","27/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity170","Prospecting","Q3-2023","5041.29","504.13","10","195.0000000000","18/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity171","Prospecting","Q3-2023","8095.47","809.55","10","195.0000000000","01/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity172","Prospecting","Q3-2023","6655.40","665.54","10","195.0000000000","15/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity173","Prospecting","Q2-2023","7982.90","798.29","10","195.0000000000","30/06/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity174","Prospecting","Q3-2023","8618.48","861.85","10","195.0000000000","23/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity175","Prospecting","Q3-2023","6734.55","673.46","10","195.0000000000","17/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity176","Prospecting","Q3-2023","7341.05","734.11","10","195.0000000000","16/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity177","Prospecting","Q2-2023","5746.62","574.66","10","195.0000000000","28/06/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity178","Prospecting","Q3-2023","6043.57","604.36","10","195.0000000000","14/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity179","Prospecting","Q2-2023","5901.10","590.11","10","195.0000000000","29/06/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity180","Prospecting","Q3-2023","6002.01","600.20","10","195.0000000000","15/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity181","Prospecting","Q3-2023","6437.32","643.73","10","195.0000000000","07/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity182","Prospecting","Q3-2023","9303.86","930.39","10","195.0000000000","16/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity183","Prospecting","Q3-2023","8729.42","872.94","10","195.0000000000","06/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity184","Prospecting","Q3-2023","6078.45","607.84","10","195.0000000000","20/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity185","Prospecting","Q3-2023","9194.98","919.50","10","195.0000000000","11/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity186","Prospecting","Q3-2023","6377.16","637.72","10","195.0000000000","13/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity187","Prospecting","Q3-2023","9707.22","970.72","10","195.0000000000","24/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity188","Prospecting","Q3-2023","8234.48","823.45","10","195.0000000000","23/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity189","Prospecting","Q3-2023","9409.03","940.90","10","195.0000000000","09/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity190","Prospecting","Q2-2023","6127.72","612.77","10","195.0000000000","27/06/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity191","Prospecting","Q3-2023","7450.60","745.06","10","195.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity192","Prospecting","Q3-2023","7751.32","775.13","10","195.0000000000","14/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity193","Prospecting","Q3-2023","5245.88","524.59","10","195.0000000000","02/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity194","Prospecting","Q3-2023","7893.72","789.37","10","195.0000000000","12/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity195","Prospecting","Q2-2023","6876.15","687.61","10","195.0000000000","28/06/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity196","Prospecting","Q2-2023","9417.60","941.76","10","195.0000000000","27/06/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity197","Prospecting","Q3-2023","8723.60","872.36","10","195.0000000000","26/07/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity198","Prospecting","Q2-2023","8575.37","857.54","10","195.0000000000","30/06/2023","27/06/2023","","",""
"CEO","Lars Malmqvist","","Opportunity199","Prospecting","Q2-2023","9063.29","906.33","10","195.0000000000","28/06/2023","27/06/2023","","",""
"","Catherine Brown","Alvarez72 Inc","Opportunity for Beck1148","Closed Won","Q2-2022","52440.00","52440.00","100","2463.0000000000","27/11/2029","01/03/2023","","Word of mouth","New Business / Add-on"
"CEO","Damiana Spadafora","Martinez181 Inc","Opportunity for Poole1149","Closed Won","Q4-2021","205489.00","205489.00","100","2309.0000000000","26/06/2029","01/03/2023","","Trade Show","New Business"
"","Chris Riley","Roberts804 Inc","Opportunity for Allen1162","Closed Won","Q2-2022","1032800.00","1032800.00","100","2478.0000000000","12/12/2029","01/03/2023","","Web","Existing Business"
"","Dennis Howard","Adams335 Inc","Opportunity for Santos1154","Closed Lost","Q1-2022","1153670.00","0.00","0","2408.0000000000","03/10/2029","01/03/2023","","Employee Referral","New Business"
"","Chris Riley","Page703 Inc","Opportunity for Lewis1160","Closed Won","Q3-2022","1132470.00","1132470.00","100","2521.0000000000","24/01/2030","01/03/2023","","Word of mouth","New Business / Add-on"
"","Johnny Green","Parker16 Inc","Opportunity for Lloyd1165","Value Proposition","Q3-2022","439380.00","219690.00","50","313.0000000000","21/02/2030","01/03/2023","","Employee Referral","New Business / Add-on"
"","Catherine Brown","Soto36 Inc","Opportunity for Campbell1166","Closed Lost","Q2-2022","1459175.00","0.00","0","2450.0000000000","14/11/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"","Dennis Howard","Gibson62 Inc","Opportunity for Gill1167","Closed Lost","Q3-2022","313200.00","0.00","0","2523.0000000000","26/01/2030","01/03/2023","","Word of mouth","New Business"
"","Catherine Brown","Schmidt289 Inc","Opportunity for Gross1521","Closed Won","Q1-2022","3263870.00","3263870.00","100","2383.0000000000","08/09/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"","Irene McCoy","Schneider841 Inc","Opportunity for Medina1531","Closed Lost","Q2-2022","1722250.00","0.00","0","2450.0000000000","14/11/2029","01/03/2023","","Employee Referral","New Business / Add-on"
"CIO","Julie Chavez","Taylor238 Inc","Opportunity for Glover1974","Closed Won","Q2-2021","48440.00","48440.00","100","2112.0000000000","11/12/2028","01/03/2023","","Partner","Existing Business"
"","Eric Gutierrez","Rodgers956 Inc","Opportunity for Santiago1975","Prospecting","Q4-2022","122200.00","12220.00","10","313.0000000000","11/05/2030","01/03/2023","","Seminar - Internal","New Business"
"","Nicolas Weaver","Lloyd845 Inc","Opportunity for Tucker470","Negotiation/Review","Q3-2022","2254450.00","2029005.00","90","313.0000000000","26/03/2030","01/03/2023","","Web","Existing Business"
"CIO","Julie Chavez","Rios830 Inc","Opportunity for Hammond475","Closed Won","Q4-2021","3469300.00","3469300.00","100","2254.0000000000","02/05/2029","01/03/2023","","Word of mouth","New Business"
"CEO","Damiana Spadafora","Rodgers461 Inc","Opportunity for Norman472","Closed Won","Q2-2022","2807700.00","2807700.00","100","2473.0000000000","07/12/2029","01/03/2023","","Public Relations","New Business"
"","Kelly Frazier","Carson909 Inc","Opportunity for Harrison476","Closed Won","Q1-2022","2276590.00","2276590.00","100","2407.0000000000","02/10/2029","01/03/2023","","Trade Show","New Business"
"","Doroth Gardner","Tran514 Inc","Opportunity for Stokes477","Closed Won","Q3-2022","328949.00","328949.00","100","2534.0000000000","06/02/2030","01/03/2023","","Employee Referral","New Business"
"","Bruce Kennedy","Buchanan609 Inc","Opportunity for Henry479","Closed Won","Q3-2022","3168250.00","3168250.00","100","2534.0000000000","06/02/2030","01/03/2023","","Trade Show","New Business"
"","Harold Campbell","Nguyen156 Inc","Opportunity for Shaw480","Perception Analysis","Q4-2022","605000.00","423500.00","70","313.0000000000","18/04/2030","01/03/2023","","Partner","New Business"
"CIO","Julie Chavez","Foster410 Inc","Opportunity for Silva482","Closed Won","Q3-2022","115290.00","115290.00","100","2505.0000000000","08/01/2030","01/03/2023","","Advertisement","New Business"
"","Eric Gutierrez","Reese490 Inc","Opportunity for Pittman483","Closed Lost","Q2-2022","458680.00","0.00","0","2430.0000000000","25/10/2029","01/03/2023","","Web","Existing Business"
"","Doroth Gardner","Sutton709 Inc","Opportunity for Sanchez828","Negotiation/Review","Q3-2022","397710.00","357939.00","90","313.0000000000","18/03/2030","01/03/2023","","Partner","New Business"
"","Kelly Frazier","Gill296 Inc","Opportunity for Medina832","Closed Won","Q1-2022","789160.00","789160.00","100","2342.0000000000","29/07/2029","01/03/2023","","Word of mouth","Existing Business"
"","Laura Palmer","Martin949 Inc","Opportunity for Nash833","Closed Won","Q3-2022","51480.00","51480.00","100","2517.0000000000","20/01/2030","01/03/2023","","Trade Show","New Business / Add-on"
"","Bruce Kennedy","Chambers869 Inc","Opportunity for Farmer932","Closed Won","Q3-2021","2339200.00","2339200.00","100","2213.0000000000","22/03/2029","01/03/2023","","Advertisement","New Business"
"","Eric Gutierrez","Long659 Inc","Opportunity for Page927","Closed Won","Q1-2022","219500.00","219500.00","100","2405.0000000000","30/09/2029","01/03/2023","","Advertisement","Existing Business"
"","Johnny Green","Norman484 Inc","Opportunity for Hicks930","Closed Lost","Q2-2022","398311.00","0.00","0","2424.0000000000","19/10/2029","01/03/2023","","Web","New Business / Add-on"
"","John Williams","Griffin587 Inc","Opportunity for Burton933","Closed Lost","Q3-2022","388760.00","0.00","0","2527.0000000000","30/01/2030","01/03/2023","","Partner","New Business / Add-on"
"","Evelyn Williamson","Reeves844 Inc","Opportunity for Mack935","Closed Won","Q3-2022","76800.00","76800.00","100","2501.0000000000","04/01/2030","01/03/2023","","Word of mouth","New Business"
"CIO","Julie Chavez","Webster349 Inc","Opportunity for Jefferson936","Closed Won","Q2-2022","95400.00","95400.00","100","2439.0000000000","03/11/2029","01/03/2023","","Employee Referral","New Business"
"CIO","Julie Chavez","Munoz802 Inc","Opportunity for Fowler938","Closed Lost","Q2-2021","720520.00","0.00","0","2121.0000000000","20/12/2028","01/03/2023","","Partner","New Business"
"CIO","Julie Chavez","Silva224 Inc","Opportunity for Wong939","Closed Won","Q4-2021","390400.00","390400.00","100","2234.0000000000","12/04/2029","01/03/2023","","Advertisement","Existing Business"
"","Johnny Green","Anderson638 Inc","Opportunity for Cruz1306","Perception Analysis","Q3-2022","578880.00","405216.00","70","313.0000000000","28/02/2030","01/03/2023","","Trade Show","New Business / Add-on"
"CEO","Damiana Spadafora","Bowers460 Inc","Opportunity for Johnson1307","Closed Lost","Q2-2022","2165900.00","0.00","0","2497.0000000000","31/12/2029","01/03/2023","","Word of mouth","Existing Business"
"","Evelyn Williamson","Alvarez45 Inc","Opportunity for Pittman1309","Closed Won","Q2-2022","200400.00","200400.00","100","2442.0000000000","06/11/2029","01/03/2023","","Advertisement","Existing Business"
"CEO","Damiana Spadafora","Collins928 Inc","Opportunity for Gutierrez1322","Closed Won","Q3-2021","89320.00","89320.00","100","2135.0000000000","03/01/2029","01/03/2023","","Web","Existing Business"
"","Chris Riley","Bennett922 Inc","Opportunity for McBride960","Closed Won","Q2-2022","412385.00","412385.00","100","2452.0000000000","16/11/2029","01/03/2023","","Public Relations","New Business"
"","Doroth Gardner","Lawson921 Inc","Opportunity for Jackson959","Closed Won","Q2-2022","2632925.00","2632925.00","100","2430.0000000000","25/10/2029","01/03/2023","","Public Relations","New Business"
"CIO","Julie Chavez","Wade723 Inc","Opportunity for Jimenez961","Needs Analysis","Q4-2022","449700.00","89940.00","20","313.0000000000","17/05/2030","01/03/2023","","Employee Referral","New Business"
"","Eric Sanchez","Lopez621 Inc","Opportunity for Moore962","Negotiation/Review","Q4-2022","39960.00","35964.00","90","313.0000000000","26/05/2030","01/03/2023","","Advertisement","New Business"
"","Laura Palmer","West49 Inc","Opportunity for Wade966","Needs Analysis","Q1-2023","552000.00","110400.00","20","313.0000000000","14/07/2030","01/03/2023","","Web","New Business"
"","Doroth Gardner","Vasquez483 Inc","Opportunity for Luna1331","Closed Won","Q4-2021","1010900.00","1010900.00","100","2291.0000000000","08/06/2029","01/03/2023","","Partner","New Business"
"","Irene Kelley","Lindsey633 Inc","Opportunity for Malone1334","Needs Analysis","Q1-2023","3847700.00","769540.00","20","313.0000000000","05/08/2030","01/03/2023","","Trade Show","New Business / Add-on"
"","Chris Riley","Cohen28 Inc","Opportunity for Sharp1336","Closed Won","Q3-2022","257198.00","257198.00","100","2519.0000000000","22/01/2030","01/03/2023","","Word of mouth","New Business"
"CEO","Damiana Spadafora","Warren397 Inc","Opportunity for Shaw1337","Closed Lost","Q3-2022","620200.00","0.00","0","2542.0000000000","14/02/2030","01/03/2023","","Employee Referral","New Business"
"","Irene McCoy","Flores188 Inc","Opportunity for Gibbs1339","Closed Won","Q1-2022","2983800.00","2983800.00","100","2379.0000000000","04/09/2029","01/03/2023","","Employee Referral","Existing Business"
"","John Williams","Fowler322 Inc","Opportunity for Chavez1340","Closed Won","Q3-2022","289140.00","289140.00","100","2506.0000000000","09/01/2030","01/03/2023","","Partner","New Business"
"","Dennis Howard","Adkins42 Inc","Opportunity for Sanders1345","Closed Won","Q3-2022","773640.00","773640.00","100","2514.0000000000","17/01/2030","01/03/2023","","Seminar - Internal","Existing Business"
"","Laura Palmer","Riley999 Inc","Opportunity for Sparks1346","Closed Won","Q2-2022","1567780.00","1567780.00","100","2431.0000000000","26/10/2029","01/03/2023","","Advertisement","New Business / Add-on"
"","Irene McCoy","Morton128 Inc","Opportunity for Lewis1718","Closed Won","Q3-2022","1415700.00","1415700.00","100","2531.0000000000","03/02/2030","01/03/2023","","Employee Referral","New Business"
"","Eric Sanchez","Jackson589 Inc","Opportunity for Ryan1382","Closed Won","Q4-2021","2346320.00","2346320.00","100","2240.0000000000","18/04/2029","01/03/2023","","Public Relations","New Business / Add-on"
"","Harold Campbell","Bradley715 Inc","Opportunity for Washington1383","Closed Won","Q1-2022","208600.00","208600.00","100","2372.0000000000","28/08/2029","01/03/2023","","Partner","New Business / Add-on"
"","Johnny Green","Ross364 Inc","Opportunity for Griffin1384","Closed Lost","Q2-2022","374162.00","0.00","0","2413.0000000000","08/10/2029","01/03/2023","","Word of mouth","New Business"
"","Doroth Gardner","Moore470 Inc","Opportunity for Simpson1385","Qualification","Q4-2022","392207.00","39220.70","10","313.0000000000","24/04/2030","01/03/2023","","Word of mouth","New Business"
"","Johnny Green","Riley999 Inc","Opportunity for Newman1387","Closed Won","Q2-2021","2451210.00","2451210.00","100","2099.0000000000","28/11/2028","01/03/2023","","Seminar - Internal","Existing Business"
"CEO","Damiana Spadafora","Knight146 Inc","Opportunity for Boone1390","Closed Won","Q3-2022","69240.00","69240.00","100","2524.0000000000","27/01/2030","01/03/2023","","Web","New Business"
"","Evelyn Williamson","Yates593 Inc","Opportunity for Sanders1392","Closed Won","Q3-2022","196890.00","196890.00","100","2502.0000000000","05/01/2030","01/03/2023","","Advertisement","New Business / Add-on"
"","John Williams","Rodriguez768 Inc","Opportunity for Maldonado1393","Closed Won","Q4-2021","739550.00","739550.00","100","2282.0000000000","30/05/2029","01/03/2023","","Employee Referral","New Business"
